blockHash,transactionHash,from,to,gas,gasPrice,value
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x0bb4f1ecbb58b345538e99ebbdfe62d308d9ec0a077238c2605f6909174bd621,0x75e89d5979E4f6Fba9F97c104c2F0AFB3F1dcB88,0x5f54cB8088F8B490afa60811794c681879a9a2B9,50000,245000000000,0.20492
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x8e95fa4ac1e4ad0d4d3c6cc3de4ad605cb0ffc3ad2ab443ee1d017a54a7271b8,0x75e89d5979E4f6Fba9F97c104c2F0AFB3F1dcB88,0xD66C6adE7765A6cf6290d960A57BbfcF438100e6,50000,245000000000,0.54894
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x2c167e7529dd480dfa27171279ab5b2c8623b0c72bd73c5c64cb2a21ef6c665f,0x75e89d5979E4f6Fba9F97c104c2F0AFB3F1dcB88,0x44E9eE85e360ea1e7BeD1B39864c4F3FA140bfb5,50000,245000000000,0.75141317
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x461b37a1b57db228c16a5deecd2b985d7dfffd026d98295bf8b1b631f107d77e,0x8216874887415e2650D12D53Ff53516F04a74FD7,0x5983107e7752f6bD344d5d3B6fAC901E4786044a,21000,244831823626,0.0254
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x8b6d5a1d91d3340c3edaaba2c55c28badb7e4fc8451f8aed6741c597d9aacb75,0x151B381058f91cF871E7eA1eE83c45326F61e96D,0x0A709eACe2A90c2C7dDF189314e87d22ebc528d0,21000,244831823626,0.0182
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xa4f5a87de7f102a82276ec75cf0d86cc37183866246f14e58baa47e1b5ae2431,0xd108FD0E8c8E71552a167E7a44FF1d345D233BA6,0x996862Be200C5A5e5fcE41AD6f88Dabe16d2da2b,21000,244831823626,0.0192
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x4420bf2357161ede80bc8e7ef212835855940bdeee5c4977b36d178b8f2e4621,0xB287eaC48aB21c5FB1d3723830d60b4c797555B0,0x324793565132643Bf273D079F6E590541b8526f6,21000,244831823626,0.0192
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x5143366ba0c41eb38d34ccbe84d175ff3fcf857e395877049d8c928f52def1e7,0x7563758243A262E96880F178aeE7817DcF47Ab0f,0x8DdB01AA595C234B136580BF6f213d90df40a107,25200,244831823626,0.05018
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xa25b6905d7a2ee82f4379d254ddbe2f8608061742f95f2a4f0f8d9437ff151da,0xab971C255E7EB2c5eA56fDd3ec4D7867b3e99dB6,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,181282,243822823626,0.05
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x9d9535a241b558d21f02543825b5e500347d0f7c6a744fe7dd8f33652151e281,0x4956bf3E03DF13d8003FBd65bD91dC33191F6E40,0x11a2e73BADA26f184e3d508186085C72217Dc014,203445,243000000000,0.25
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x045ec12f7a83579aa8dffd034a7f1b125e93b0a81de282bfb5ea1412971c3dbd,0xdeDC90fDB3Df3E2497f5c6890Ff9ac57839394D4,0xd5d0857c17057357d4A215e9D890D96bC3523a6f,21000,239000000000,0.02393608
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xf2d1eb8d3c621ff674f55cada4bed219ebaec4505917d05b0cfd842fb3f87fb0,0x7d55CD125822D8a869870955c2eB16869053743f,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,202629,237822823626,0.03
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x506bee7dd1a81d2ae3391f9a2095d70ee5cf49f3f4adb781ed345ba745c3e760,0xB365F17371acf53020a83D11f5E15838f7f284cf,0xa4844571f8d1Dfe89cA54DFb29474F3346734956,403921,237322823626,2
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xae743264cf2445107684e6379b94450e87048f66f68bf82bce384d62e207b889,0x98DB3a41bF8bF4DeD2C92A84ec0705689DdEEF8B,0x9a21FEEB164De4647ea15f70B9F7a4882Bcccf3E,90000,237322823626,0.11611411467759516
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xc911250dc1ff3380e90d4fd716388e6fc8c84ab3ea3a4b9cdc6fd852f42407d1,0x033DE0115DE4988f0d94F61A3095FaBDbCa2608f,0x0aE71C69c3A1CD5c9a81e7c66681f4DDA44E1a72,21000,237322823626,0.13623
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x47dd7fd86031770583dad5e8d6014fd435a61e1ea92b834c4aca1bb148760cbd,0x8cFBAB33f54aa194EC5d807fc565bc2e7f994Eca,0x8aDFcB9EFe00E4898372280d2aabc61E0115e8F0,21000,236822823626,0.09
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x7b616c059c39dd061dc9df1e76a82a2d6a2260d9ef703be7bdf87737d869fe64,0x458A4688A9dC21901C4b50cDF57330c93735Fe5F,0x163b55aC78d44F6E538b9CeF76473F25d44ED994,21000,236822823626,0.040131329776696
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xd6c5118cca50b988c52792a048d8be8fa35de16ba9a07029ef27913b7df10180,0xBaB4b4581eFD83025713ABBa1AE06f58b725C91C,0xe66B31678d6C16E9ebf358268a790B763C133750,321775,236822823626,0.25082081110435
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xe79c343f3cf167d8fee5e9869a26ea5a90e002029ebcb3635630b24c3fdc8b05,0x7fDbc0D6061D50F385D41d63B2848e337d53cD32,0x6c13b37313b79182352ffd6f96Ef5832E7FB1121,21000,236822823626,0.0212479244
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x2abd81b4816fbe42f6de5271d1545651e57374fe408bb6818ae89a562a39e7dc,0xF4aac9421fb27d6f969015333EEE52BceD4A0c82,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,224791,236822823626,1
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x34d956d56cf83ffeced708792b3167224a030befed32f0bace933057a78a6b07,0x026Fd35D5919B43e39F302a3343796a48F4926f4,0xE7eBEF1b1D8156cd158c08D6737BE543d11c76A1,21000,236822823626,0.1
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xb063426fafb12d322373ab19104ffaf04e6a97e0d9cf63f3dddd12d69587a09d,0x00AeeEc9B69D59148A24429AE637B04809e5D08A,0xF4d197E35ee93B3C72bAf817172C4F48F4727240,21000,236822823626,1.00803116
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x611b0fb68813aa2033d76372d7b34adf9227415a4cfbd656f05f6b670fba46fa,0xF5B27d1d6baC92739cDC874ffEaB157676BA3E1a,0xe66B31678d6C16E9ebf358268a790B763C133750,164454,236822823626,0.4640185005430475
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xf452cdee941112c06f34003a9647213048b6498109a4fa4a7bdfd98a80a19d8d,0x56Eddb7aa87536c09CCc2793473599fD21A8b17F,0x44589dFD83b8700426B0B0dc4356920F6F2265a8,207128,236822823626,0.68657895
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x116f9005dddc6cf10636b13afcc6bd88b67ea41741c149eae9066a8952a88ae1,0x4976A4A02f38326660D17bf34b431dC6e2eb2327,0x7417e1F024bb53acCf1A4BB7E3940f4dB55a3611,207128,236822823626,0.07991406
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x9239f5ffb94ee8ff04c4ec15e54ae7821d75743dd07cc10056788d27aeadebdc,0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549,0xa158077e9fBb4fae9e8D5f35e9DB2cD918285028,207128,236822823626,0.0218233
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xb3272279268d4a6fe1e614096d7a16aa20faceae7513a51a4477a50ac987e497,0x9696f59E4d72E237BE84fFD425DCaD154Bf96976,0x4824FA43814025253857E91e98D94Cc246261CA3,207128,236822823626,0.13920562
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xf7ea6e01d351b5d4f6eebbce90d2d7fe4422aa41984263f79df08018151070b5,0x079A892628EBf28d0Ed8f00151cff225A093dc63,0xb4EbE568598A53a6107d84C665df89F8348657F6,100000,236822823626,0.65308672
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xc59b9a2a0e37a2973484ea468e7e4fa8760f9e46c35d62d836b5e53de95169f5,0xd856E9c1e454D606A753b5fD0bA3eC2C93629A78,0x83913c649117F52b71415C6DA71cf0C9fF80b7d5,21000,236822823626,0.010022636564774309
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xef7fb247245f2ca9d099cde7803dd199f36f723bb728b614ad18a8ec0a28a59b,0x079A892628EBf28d0Ed8f00151cff225A093dc63,0x469f1493F0691Dd36B2a2C5693445CF756A0c420,100000,236822823626,0.1
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x18450ddd4b9feaf677b560c96f19219157343834e9199cac7cb98f67596a720b,0x651Bd09FF43Bcfc56995501f16341B4Ee0454389,0x531f0724e645C7aFf6d55C59eFa4119DB5F24D46,21000,236822823626,0.04263123
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x769e1b5837272292033b7a4b0295ba73ff07c241e9f1b6a741b501b18da09d3b,0x079A892628EBf28d0Ed8f00151cff225A093dc63,0xad6A3795Cb850C0B43384CDc73532515B6784758,100000,236822823626,0.26275943
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x8b3a97dbd2aed35ad93bbda6f1e2becba2a5b3677595ed6cbbe24b58e9d38a84,0x079A892628EBf28d0Ed8f00151cff225A093dc63,0x99970A496bB13Caa6D847E71577068D9aa59c87D,100000,236822823626,0.12486088
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xdb495972b06d49d363e27b4e926653bf1cf58e89aa506b54fa1ed27e6438500a,0x079A892628EBf28d0Ed8f00151cff225A093dc63,0xCa92B408390DF93747B5081cE8e9ECeB6bc00A8d,100000,236822823626,0.11919298
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x74a0200919eec44336c4ba7454e9fdf61cdb45754e848a4da70663e792ccf5a0,0xf3b428D5441065D257DC47C6CDfd28a56e61d890,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,203258,236786949252,0.3
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xd51e1da0565fcba4c543fe6940203b656164992098d455c157fd57774724b63f,0xf06714440c43DfC6165e38e42Fd73CB6925af94B,0xCac0F1A06D3f02397Cfb6D7077321d73b504916e,53000,236322823626,0.01
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x462bda1a9a7b95947b76be6c8590de4429e8794f88be610abe5bc1d3ac7b64ff,0x67D13A3775f92d915F175Aa415b09B5FdDFCcD2C,0xCac0F1A06D3f02397Cfb6D7077321d73b504916e,53000,236322823626,0.01
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x0245aae7ef0a475436315ed77f2d9e2f31391c06e2a349b40cb4336d5eac080c,0x01134bF1ef1Ba91609B0449c177f45b29bD6e4eA,0xCac0F1A06D3f02397Cfb6D7077321d73b504916e,53000,236322823626,0.01
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xd4a0da953d72dcbe28df06d51f33f40934dfc06635c86163ff762f8ab118242b,0x510b8BbA43d1B81E5411b8bE82814C04C689433d,0xCac0F1A06D3f02397Cfb6D7077321d73b504916e,53000,236322823626,0.01
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x11a2f61a14c46f82b52011bfc775dcc73d01fd0a321b6f574ff7f49c9a58cf79,0xd24400ae8BfEBb18cA49Be86258a3C749cf46853,0xBbA8FF05381F905106992E52981ed018A1955CDd,90000,236321979881,0.050247840937029
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x8eec2aa9a69dc46a48df9adb26fde072c8f2f575ad8d8803a4b264eac0126f41,0xd24400ae8BfEBb18cA49Be86258a3C749cf46853,0x0c35c2bEf5dD5b5c0f84a9Cd0BE5e9A4F6478B8b,90000,236321979881,0.1
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x38ff6a33e878daa453aee17a5d42516f38163795f231692f7a3c4df41423d3c5,0xd24400ae8BfEBb18cA49Be86258a3C749cf46853,0x02dD451FcCEccfDe79978dBb3924643679a4f43D,90000,236321979881,0.033207367065667
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xaab61f28c4d0a4ebb9b8d7958ffa7efcf13d074d702be2ffe124732ffab13da6,0xd24400ae8BfEBb18cA49Be86258a3C749cf46853,0xC12bc797d2DdCC08701E11b9a00d1b64d40B46c3,90000,236321979881,4.746171569338249
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x4a45437733c1be00c5652fb2a1d167680a0b1c5004321abf8a61136f131597d0,0xd24400ae8BfEBb18cA49Be86258a3C749cf46853,0x0c35c2bEf5dD5b5c0f84a9Cd0BE5e9A4F6478B8b,90000,236321979881,0.01
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xbd6727bd079c599e1c7436e200829fce0f05089c7a025bbf41750daccd40513d,0x95A9bd206aE52C4BA8EecFc93d18EACDd41C88CC,0xa06eF7DcBb01B4FBF379Efa13fDfbe8ba1eFa83A,21000,235822823626,0.00987838
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xebc467235e35cca4ce6091b2a8e6e373bb8365a5358be9ae69560c53b83a0236,0x71660c4005BA85c37ccec55d0C4493E66Fe775d3,0x051b2126AA09c0299140CbE135f60c4324066597,21000,235822823626,0.02760547
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x834c03fe63336093584845dcd7b1d105b2ed1929290c677845111ee1a1193637,0xb739D0895772DBB71A89A3754A160269068f0D45,0x7886C34C6B69AE0d61d48a4308EcFf450637030f,21000,235822823626,0.0249153
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xeeb4358b7513c3b54b4084fb7a2798ac21428d5985b6b2bf1b6cb395a2bda6f1,0x3cD751E6b0078Be393132286c442345e5DC49699,0x563808CA64DB7a8dA58c79d3e7B48b534FEDCfeF,21000,235822823626,0.03008439
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x5b9db6d12b725bb2ea34d39114727d64f6b4142b5325747d517ef11c5618fe22,0xb5d85CBf7cB3EE0D56b3bB207D5Fc4B82f43F511,0x52BbC2A7F4d47A2827603A3d105EeA5f8a384bC2,21000,235822823626,0.05
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xc335480d1efb4599f34a25f9ecf9d16ef6168e7e54bb1b4d6bb2cd95a7aa265b,0x95A9bd206aE52C4BA8EecFc93d18EACDd41C88CC,0x41D875Adb77c142D22702cfD363dBD2716CA0b60,21000,235822823626,0.10529813
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x38686727e6609ce292f359eab3483c73244c17591f4419b90adcb08826a1398f,0x7c195D981AbFdC3DDecd2ca0Fed0958430488e34,0x606B338b5aeb377e615151ea6Df80E884BE714EF,21000,235822823626,0.00879515
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xcc3e98208b7c40809002c71ffee3374ca7a6c97f9a9a344a43484cef5e8f0828,0xb5d85CBf7cB3EE0D56b3bB207D5Fc4B82f43F511,0x6C9279a6A7c48FDE7A71Ac5d1267a57C04c14989,21000,235822823626,0.01705466
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x385d4e38e4c11b9958c53a158515c94876a87bc2a8e264b8c5b2e05045e1e40f,0x77696bb39917C91A0c3908D577d5e322095425cA,0x7669e5F8a4664c39117bC2445757a86B9B42993D,21000,235822823626,0.0498744
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x0e1ed9c8813d1978abebc952f0dfd5f3647aadc54d5dc00c136153112b1fe660,0x95A9bd206aE52C4BA8EecFc93d18EACDd41C88CC,0x0a4fFB10C088FECaff19408bD4FC334F3f074718,21000,235822823626,0.015141721
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x660b137c91846f5c64f6422027b17f0d44ff22ea3b5b7e697e00a90f1acd5ba2,0x9930f17DeaF22063455dC6FaEEC4B95B41a1C843,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,199662,235822823626,0.02
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x08a38f647c172a5a6143906de255d4c00f7dee6bbec4544f3ad292d9b8e0995c,0x95A9bd206aE52C4BA8EecFc93d18EACDd41C88CC,0xB4343753622f66c23215cE24db969d125d4903B1,21000,235822823626,0.00727345
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xd4ebb49b4d252bad2f24781dad67db920fb4d881594517dd8b0f93b0e159be3e,0x74dEc05E5b894b0EfEc69Cdf6316971802A2F9a1,0xdab798C57CDA63559c5Eb014080Cf0DBdd03F369,55000,235822823626,0.1112685
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x2d6caa5650ed8dbe7f7522efb793d94f58a31c5b62de4205ca9b6c1340b342cd,0x4c70E11F63ddA992D274f4c9f9b0b83A37DaD7e2,0x65acD8AbCFEf32c16FF99205431DE79657EF4868,21000,235532823626,0.005
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x40540a4783952cc05fc5da738be5acf734a1d8ab0e23d0d9ca0ba183477d6aa2,0xc5AA32182a7BfcCBCAD5907A334DE1957CE4Ccd6,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,168771,235122823626,0.5
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x50a730c8efd21813344572c2b188706a2c24625cd83f8be2c9265cfb85815971,0x9553c35Ef8e16C386843369B779A73166cAD307D,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,203258,235122823626,0.3
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x7340f3d63b1d1595368eb831792d9a4dc42d409818df1c52a5a49f8ff34a456f,0x9AF0c21B8CecF84DAD025b2Fb47f54446DF5D5F6,0x80C67432656d59144cEFf962E8fAF8926599bCF8,21000,235122823626,3.501200000000009
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x7456e1534033b6300e9c1c840f32c1e8c1c0376019a557be622ffb4f12885d71,0x647453aA1a870E186a1776bA87b6dC1961C4f937,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,289608,234972823626,1
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xcdf315073e35c94509a8ac554f57da4ad945a8e350cdf21d9365ce045860ae06,0x995316eE8F6493e735811E3302F9DDA4Bf18854b,0xd8BB78e247155a75673FAF516074245478EFa78C,21000,234962823626,0.004777564107262398
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x8b441bb3a3e0ada53e309c2af6860a424324ae18ba039b15a7d71fdd5dde1b89,0x9Cd9733adbf3130EEacbCF6D2343A060232F8d8B,0x06F11f6462F7CD9219A4821b308726f2C587808D,21000,234922823626,0.039559089106208145
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xce6a8421761d60b9cd7f540f1e4a04b98e506fb938226752f04783ebd13ef2c3,0x254370f7C74cDde44D1c75F727e91766F58D0e72,0x8a244979791504376FD6aE7669bad54462264fCC,21000,234922823626,0.2
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x3a63796dc2912b8c1c89a87273ca8055e2c88f710d41a0ad77cbb10f8cc5bc46,0x941Ed6Abc3E3FB6A7dA19653598e1ACc871FdA4c,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,203244,234922823626,0.1
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x7cbb902b51b6b2a11fb4635342dc4d325262e90b84c8c24d6776fa90893281ab,0xd916D2Dc8B8D3e770aA0b2900E32aa68354352E9,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,258813,234922823626,10
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xd1b1b1da2155b08e32d9d1af9d602e8eb73e2923493175915d41ea80a1e73b1b,0x114947B9aDeC5F706A7db9A1139c700A8c8a2269,0xe72f31D686358615C1B6635689F0DA1c3E3e1b1C,21000,234922823626,0.26
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x0892e0a8b35a48eaae45be69b8fe3a9b2e686d205159b70e630ade980fca96c8,0xdb472987bbE5574b737E4E194EB120b6a5416844,0xBB75DBf74EDAeb0661CE5E355A13703d5182b0CB,69948,234922823626,0.19
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xac73620318baf85ac4dbdc3c02f80bba9d203bed44df415e51ed2db00f65e6f2,0x30B10676A88A5bCf882Abf5ABabC5b0D8b7cEb81,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,203244,234922823626,0.1
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x1418713c5f72f84ba6284826421c4684b1740dec9feae2b781e09abc2329781c,0x3950945fc20d5A4aE14A22d572b12637095970E0,0xE441e8Af28bc272720CEd8aFD77205475C6c12a8,21000,234922823626,0.2
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x436f8a859021b28bd0cc39d4a91cb0790c22d963713aa2bdbd6cc6ce81fb75f5,0x2F850E3d5668D88178E06Bf7b4224Fa1b125c4C3,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,203258,234922823626,0.5
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0x18b49bf83efb7434a8e3120c7d679a01a719e0d3e5a5f4e20ac97ac84cceafda,0x5184e941e32EA5DfC773ACdEE534118ff41e4906,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,272272,234922823626,0.05
0x93bff2c9b130c59ca20e0711c7b210e0d33b7441b947b8a74c4839c3920adec3,0xad2c5cbbb4580b22520f7b5dc9ea1b431b2c7ce34713aeb310d55b672d9c2d19,0x0f20AA5Af95b35C90058465BB3DCA225E8883Ba4,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,650240,234922823626,24.932772606342905
